Tanggal,Wilayah,Seri,Penjualan Harian (Unit),Sumber,Status,Avg_Sales,Max_Sales,Avg_LT,Max_LT,Safety_Stock,Reorder_Point
2024-02-11,Middle East & Africa,Xiaomi Flagship,2407.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,2787.8356164383563,3451,10,15,23886.643835616436,51765.0
2024-02-11,Asia,POCO,24901.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,28835.490410958904,35693,3,5,91958.5287671233,178465.0
2024-02-11,Europe,POCO,10304.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,11931.94794520548,14769,7,10,64166.36438356164,147690.0
2024-02-11,Latin America,POCO,4293.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,4971.641095890411,6154,14,21,59631.024657534246,129234.0
2024-02-11,Middle East & Africa,POCO,3435.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3977.304109589041,4923,10,15,34071.95890410959,73845.0
2024-02-11,Asia,Black Shark,3956.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,4581.356164383562,5671,3,5,14610.931506849314,28355.0
2024-02-11,Europe,Black Shark,1637.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,1895.7616438356165,2347,7,10,10199.668493150684,23470.0
2024-02-11,Latin America,Black Shark,682.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,789.8739726027397,978,14,21,9479.764383561644,20538.0
2024-02-11,Middle East & Africa,Black Shark,546.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,631.9041095890411,782,10,15,5410.958904109589,11730.0
2024-02-11,Asia,Other,15127.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,17516.873972602738,21683,3,5,55864.37808219179,108415.0
2024-02-11,Europe,Other,6259.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,7248.356164383562,8972,7,10,38981.50684931507,89720.0
2024-02-11,Latin America,Other,2608.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3020.167123287671,3738,14,21,36215.66027397261,78498.0
2024-02-11,Middle East & Africa,Other,2086.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,2416.1260273972603,2991,10,15,20703.739726027397,44865.0
2024-02-12,Asia,Redmi,164589.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,171395.99452054795,212156,3,5,546592.0164383561,1060780.0
2024-02-12,Europe,Redmi,68106.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,70922.45205479451,87789,7,10,381432.8356164384,877890.0
2024-02-12,Latin America,Redmi,28377.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,29551.035616438356,36579,14,21,354444.50136986305,768159.0
2024-02-12,Middle East & Africa,Redmi,22702.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,23640.813698630136,29263,10,15,202536.86301369863,438945.0
2024-02-12,Asia,Xiaomi Flagship,19409.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,20211.794520547945,25018,3,5,64454.61643835617,125090.0
2024-02-12,Europe,Xiaomi Flagship,8031.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,8363.490410958904,10352,7,10,44975.56712328767,103520.0
2024-02-12,Latin America,Xiaomi Flagship,3346.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3484.772602739726,4314,14,21,41807.18356164383,90594.0
2024-02-12,Middle East & Africa,Xiaomi Flagship,2677.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,2787.8356164383563,3451,10,15,23886.643835616436,51765.0
2024-02-12,Asia,POCO,27690.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,28835.490410958904,35693,3,5,91958.5287671233,178465.0
2024-02-12,Europe,POCO,11458.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,11931.94794520548,14769,7,10,64166.36438356164,147690.0
2024-02-12,Latin America,POCO,4774.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,4971.641095890411,6154,14,21,59631.024657534246,129234.0
2024-02-12,Middle East & Africa,POCO,3819.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3977.304109589041,4923,10,15,34071.95890410959,73845.0
2024-02-12,Asia,Black Shark,4399.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,4581.356164383562,5671,3,5,14610.931506849314,28355.0
2024-02-12,Europe,Black Shark,1820.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,1895.7616438356165,2347,7,10,10199.668493150684,23470.0
2024-02-12,Latin America,Black Shark,759.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,789.8739726027397,978,14,21,9479.764383561644,20538.0
2024-02-12,Middle East & Africa,Black Shark,607.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,631.9041095890411,782,10,15,5410.958904109589,11730.0
2024-02-12,Asia,Other,16821.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,17516.873972602738,21683,3,5,55864.37808219179,108415.0
2024-02-12,Europe,Other,6961.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,7248.356164383562,8972,7,10,38981.50684931507,89720.0
2024-02-12,Latin America,Other,2900.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3020.167123287671,3738,14,21,36215.66027397261,78498.0
2024-02-12,Middle East & Africa,Other,2320.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,2416.1260273972603,2991,10,15,20703.739726027397,44865.0
2024-02-13,Asia,Redmi,169097.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,171395.99452054795,212156,3,5,546592.0164383561,1060780.0
2024-02-13,Europe,Redmi,69971.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,70922.45205479451,87789,7,10,381432.8356164384,877890.0
2024-02-13,Latin America,Redmi,29155.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,29551.035616438356,36579,14,21,354444.50136986305,768159.0
2024-02-13,Middle East & Africa,Redmi,23324.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,23640.813698630136,29263,10,15,202536.86301369863,438945.0
2024-02-13,Asia,Xiaomi Flagship,19941.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,20211.794520547945,25018,3,5,64454.61643835617,125090.0
2024-02-13,Europe,Xiaomi Flagship,8251.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,8363.490410958904,10352,7,10,44975.56712328767,103520.0
2024-02-13,Latin America,Xiaomi Flagship,3438.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3484.772602739726,4314,14,21,41807.18356164383,90594.0
2024-02-13,Middle East & Africa,Xiaomi Flagship,2750.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,2787.8356164383563,3451,10,15,23886.643835616436,51765.0
2024-02-13,Asia,POCO,28449.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,28835.490410958904,35693,3,5,91958.5287671233,178465.0
2024-02-13,Europe,POCO,11772.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,11931.94794520548,14769,7,10,64166.36438356164,147690.0
2024-02-13,Latin America,POCO,4905.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,4971.641095890411,6154,14,21,59631.024657534246,129234.0
2024-02-13,Middle East & Africa,POCO,3924.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3977.304109589041,4923,10,15,34071.95890410959,73845.0
2024-02-13,Asia,Black Shark,4520.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,4581.356164383562,5671,3,5,14610.931506849314,28355.0
2024-02-13,Europe,Black Shark,1870.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,1895.7616438356165,2347,7,10,10199.668493150684,23470.0
2024-02-13,Latin America,Black Shark,779.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,789.8739726027397,978,14,21,9479.764383561644,20538.0
2024-02-13,Middle East & Africa,Black Shark,623.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,631.9041095890411,782,10,15,5410.958904109589,11730.0
2024-02-13,Asia,Other,17282.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,17516.873972602738,21683,3,5,55864.37808219179,108415.0
2024-02-13,Europe,Other,7151.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,7248.356164383562,8972,7,10,38981.50684931507,89720.0
2024-02-13,Latin America,Other,2980.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3020.167123287671,3738,14,21,36215.66027397261,78498.0
2024-02-13,Middle East & Africa,Other,2384.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,2416.1260273972603,2991,10,15,20703.739726027397,44865.0
2024-02-14,Asia,Redmi,158966.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,171395.99452054795,212156,3,5,546592.0164383561,1060780.0
2024-02-14,Europe,Redmi,65779.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,70922.45205479451,87789,7,10,381432.8356164384,877890.0
2024-02-14,Latin America,Redmi,27408.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,29551.035616438356,36579,14,21,354444.50136986305,768159.0
2024-02-14,Middle East & Africa,Redmi,21926.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,23640.813698630136,29263,10,15,202536.86301369863,438945.0
2024-02-14,Asia,Xiaomi Flagship,18746.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,20211.794520547945,25018,3,5,64454.61643835617,125090.0
2024-02-14,Europe,Xiaomi Flagship,7757.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,8363.490410958904,10352,7,10,44975.56712328767,103520.0
2024-02-14,Latin America,Xiaomi Flagship,3232.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3484.772602739726,4314,14,21,41807.18356164383,90594.0
2024-02-14,Middle East & Africa,Xiaomi Flagship,2586.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,2787.8356164383563,3451,10,15,23886.643835616436,51765.0
2024-02-14,Asia,POCO,26744.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,28835.490410958904,35693,3,5,91958.5287671233,178465.0
2024-02-14,Europe,POCO,11067.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,11931.94794520548,14769,7,10,64166.36438356164,147690.0
2024-02-14,Latin America,POCO,4611.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,4971.641095890411,6154,14,21,59631.024657534246,129234.0
2024-02-14,Middle East & Africa,POCO,3689.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3977.304109589041,4923,10,15,34071.95890410959,73845.0
2024-02-14,Asia,Black Shark,4249.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,4581.356164383562,5671,3,5,14610.931506849314,28355.0
2024-02-14,Europe,Black Shark,1758.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,1895.7616438356165,2347,7,10,10199.668493150684,23470.0
2024-02-14,Latin America,Black Shark,733.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,789.8739726027397,978,14,21,9479.764383561644,20538.0
2024-02-14,Middle East & Africa,Black Shark,586.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,631.9041095890411,782,10,15,5410.958904109589,11730.0
2024-02-14,Asia,Other,16247.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,17516.873972602738,21683,3,5,55864.37808219179,108415.0
2024-02-14,Europe,Other,6723.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,7248.356164383562,8972,7,10,38981.50684931507,89720.0
2024-02-14,Latin America,Other,2801.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3020.167123287671,3738,14,21,36215.66027397261,78498.0
2024-02-14,Middle East & Africa,Other,2241.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,2416.1260273972603,2991,10,15,20703.739726027397,44865.0
2024-02-15,Asia,Redmi,155929.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,171395.99452054795,212156,3,5,546592.0164383561,1060780.0
2024-02-15,Europe,Redmi,64522.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,70922.45205479451,87789,7,10,381432.8356164384,877890.0
2024-02-15,Latin America,Redmi,26884.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,29551.035616438356,36579,14,21,354444.50136986305,768159.0
2024-02-15,Middle East & Africa,Redmi,21507.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,23640.813698630136,29263,10,15,202536.86301369863,438945.0
2024-02-15,Asia,Xiaomi Flagship,18388.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,20211.794520547945,25018,3,5,64454.61643835617,125090.0
2024-02-15,Europe,Xiaomi Flagship,7609.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,8363.490410958904,10352,7,10,44975.56712328767,103520.0
2024-02-15,Latin America,Xiaomi Flagship,3170.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3484.772602739726,4314,14,21,41807.18356164383,90594.0
2024-02-15,Middle East & Africa,Xiaomi Flagship,2536.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,2787.8356164383563,3451,10,15,23886.643835616436,51765.0
2024-02-15,Asia,POCO,26233.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,28835.490410958904,35693,3,5,91958.5287671233,178465.0
2024-02-15,Europe,POCO,10855.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,11931.94794520548,14769,7,10,64166.36438356164,147690.0
2024-02-15,Latin America,POCO,4523.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,4971.641095890411,6154,14,21,59631.024657534246,129234.0
2024-02-15,Middle East & Africa,POCO,3618.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3977.304109589041,4923,10,15,34071.95890410959,73845.0
2024-02-15,Asia,Black Shark,4168.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,4581.356164383562,5671,3,5,14610.931506849314,28355.0
2024-02-15,Europe,Black Shark,1725.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,1895.7616438356165,2347,7,10,10199.668493150684,23470.0
2024-02-15,Latin America,Black Shark,719.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,789.8739726027397,978,14,21,9479.764383561644,20538.0
2024-02-15,Middle East & Africa,Black Shark,575.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,631.9041095890411,782,10,15,5410.958904109589,11730.0
2024-02-15,Asia,Other,15936.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,17516.873972602738,21683,3,5,55864.37808219179,108415.0
2024-02-15,Europe,Other,6594.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,7248.356164383562,8972,7,10,38981.50684931507,89720.0
2024-02-15,Latin America,Other,2748.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3020.167123287671,3738,14,21,36215.66027397261,78498.0
2024-02-15,Middle East & Africa,Other,2198.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,2416.1260273972603,2991,10,15,20703.739726027397,44865.0
2024-02-16,Asia,Redmi,145738.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,171395.99452054795,212156,3,5,546592.0164383561,1060780.0
2024-02-16,Europe,Redmi,60305.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,70922.45205479451,87789,7,10,381432.8356164384,877890.0
2024-02-16,Latin America,Redmi,25127.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,29551.035616438356,36579,14,21,354444.50136986305,768159.0
2024-02-16,Middle East & Africa,Redmi,20102.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,23640.813698630136,29263,10,15,202536.86301369863,438945.0
2024-02-16,Asia,Xiaomi Flagship,17186.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,20211.794520547945,25018,3,5,64454.61643835617,125090.0
2024-02-16,Europe,Xiaomi Flagship,7111.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,8363.490410958904,10352,7,10,44975.56712328767,103520.0
2024-02-16,Latin America,Xiaomi Flagship,2963.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3484.772602739726,4314,14,21,41807.18356164383,90594.0
2024-02-16,Middle East & Africa,Xiaomi Flagship,2370.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,2787.8356164383563,3451,10,15,23886.643835616436,51765.0
2024-02-16,Asia,POCO,24519.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,28835.490410958904,35693,3,5,91958.5287671233,178465.0
2024-02-16,Europe,POCO,10146.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,11931.94794520548,14769,7,10,64166.36438356164,147690.0
2024-02-16,Latin America,POCO,4227.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,4971.641095890411,6154,14,21,59631.024657534246,129234.0
2024-02-16,Middle East & Africa,POCO,3382.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3977.304109589041,4923,10,15,34071.95890410959,73845.0
2024-02-16,Asia,Black Shark,3896.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,4581.356164383562,5671,3,5,14610.931506849314,28355.0
2024-02-16,Europe,Black Shark,1612.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,1895.7616438356165,2347,7,10,10199.668493150684,23470.0
2024-02-16,Latin America,Black Shark,672.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,789.8739726027397,978,14,21,9479.764383561644,20538.0
2024-02-16,Middle East & Africa,Black Shark,537.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,631.9041095890411,782,10,15,5410.958904109589,11730.0
2024-02-16,Asia,Other,14895.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,17516.873972602738,21683,3,5,55864.37808219179,108415.0
2024-02-16,Europe,Other,6163.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,7248.356164383562,8972,7,10,38981.50684931507,89720.0
2024-02-16,Latin America,Other,2568.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3020.167123287671,3738,14,21,36215.66027397261,78498.0
2024-02-16,Middle East & Africa,Other,2054.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,2416.1260273972603,2991,10,15,20703.739726027397,44865.0
2024-02-17,Asia,Redmi,150505.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,171395.99452054795,212156,3,5,546592.0164383561,1060780.0
2024-02-17,Europe,Redmi,62278.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,70922.45205479451,87789,7,10,381432.8356164384,877890.0
2024-02-17,Latin America,Redmi,25949.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,29551.035616438356,36579,14,21,354444.50136986305,768159.0
2024-02-17,Middle East & Africa,Redmi,20759.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,23640.813698630136,29263,10,15,202536.86301369863,438945.0
2024-02-17,Asia,Xiaomi Flagship,17748.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,20211.794520547945,25018,3,5,64454.61643835617,125090.0
2024-02-17,Europe,Xiaomi Flagship,7344.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,8363.490410958904,10352,7,10,44975.56712328767,103520.0
2024-02-17,Latin America,Xiaomi Flagship,3060.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3484.772602739726,4314,14,21,41807.18356164383,90594.0
2024-02-17,Middle East & Africa,Xiaomi Flagship,2448.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,2787.8356164383563,3451,10,15,23886.643835616436,51765.0
2024-02-17,Asia,POCO,25321.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,28835.490410958904,35693,3,5,91958.5287671233,178465.0
2024-02-17,Europe,POCO,10478.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,11931.94794520548,14769,7,10,64166.36438356164,147690.0
2024-02-17,Latin America,POCO,4366.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,4971.641095890411,6154,14,21,59631.024657534246,129234.0
2024-02-17,Middle East & Africa,POCO,3493.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3977.304109589041,4923,10,15,34071.95890410959,73845.0
2024-02-17,Asia,Black Shark,4023.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,4581.356164383562,5671,3,5,14610.931506849314,28355.0
2024-02-17,Europe,Black Shark,1665.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,1895.7616438356165,2347,7,10,10199.668493150684,23470.0
2024-02-17,Latin America,Black Shark,694.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,789.8739726027397,978,14,21,9479.764383561644,20538.0
2024-02-17,Middle East & Africa,Black Shark,555.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,631.9041095890411,782,10,15,5410.958904109589,11730.0
2024-02-17,Asia,Other,15382.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,17516.873972602738,21683,3,5,55864.37808219179,108415.0
2024-02-17,Europe,Other,6365.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,7248.356164383562,8972,7,10,38981.50684931507,89720.0
2024-02-17,Latin America,Other,2652.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3020.167123287671,3738,14,21,36215.66027397261,78498.0
2024-02-17,Middle East & Africa,Other,2122.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,2416.1260273972603,2991,10,15,20703.739726027397,44865.0
2024-02-18,Asia,Redmi,145999.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,171395.99452054795,212156,3,5,546592.0164383561,1060780.0
2024-02-18,Europe,Redmi,60413.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,70922.45205479451,87789,7,10,381432.8356164384,877890.0
2024-02-18,Latin America,Redmi,25172.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,29551.035616438356,36579,14,21,354444.50136986305,768159.0
2024-02-18,Middle East & Africa,Redmi,20138.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,23640.813698630136,29263,10,15,202536.86301369863,438945.0
2024-02-18,Asia,Xiaomi Flagship,17217.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,20211.794520547945,25018,3,5,64454.61643835617,125090.0
2024-02-18,Europe,Xiaomi Flagship,7124.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,8363.490410958904,10352,7,10,44975.56712328767,103520.0
2024-02-18,Latin America,Xiaomi Flagship,2968.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3484.772602739726,4314,14,21,41807.18356164383,90594.0
2024-02-18,Middle East & Africa,Xiaomi Flagship,2375.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,2787.8356164383563,3451,10,15,23886.643835616436,51765.0
2024-02-18,Asia,POCO,24563.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,28835.490410958904,35693,3,5,91958.5287671233,178465.0
2024-02-18,Europe,POCO,10164.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,11931.94794520548,14769,7,10,64166.36438356164,147690.0
2024-02-18,Latin America,POCO,4235.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,4971.641095890411,6154,14,21,59631.024657534246,129234.0
2024-02-18,Middle East & Africa,POCO,3388.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3977.304109589041,4923,10,15,34071.95890410959,73845.0
2024-02-18,Asia,Black Shark,3902.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,4581.356164383562,5671,3,5,14610.931506849314,28355.0
2024-02-18,Europe,Black Shark,1615.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,1895.7616438356165,2347,7,10,10199.668493150684,23470.0
2024-02-18,Latin America,Black Shark,673.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,789.8739726027397,978,14,21,9479.764383561644,20538.0
2024-02-18,Middle East & Africa,Black Shark,538.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,631.9041095890411,782,10,15,5410.958904109589,11730.0
2024-02-18,Asia,Other,14921.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,17516.873972602738,21683,3,5,55864.37808219179,108415.0
2024-02-18,Europe,Other,6174.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,7248.356164383562,8972,7,10,38981.50684931507,89720.0
2024-02-18,Latin America,Other,2573.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,3020.167123287671,3738,14,21,36215.66027397261,78498.0
2024-02-18,Middle East & Africa,Other,2058.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,2416.1260273972603,2991,10,15,20703.739726027397,44865.0
2024-02-19,Asia,Redmi,169710.0,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC,Actual,171395.99452054795,212156,3,5,546592.0164383561,1060780.0
